,Unnamed: 0,title,author,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,keyword,num_pages
48,96,Performance Analysis of Multi-Source Multi-Destination Cooperative Vehicular Networks With the Hybrid Decode-Amplify-Forward Cooperative Relaying Protocol,H. Xiao; Z. Zhang; A. T. Chronopoulos,"College of Physics and Electronic Information Engineering, Wenzhou University, Wenzhou 325035, China, and also with the Key Laboratory of Cognitive Radio and Information Processing, Guilin University of Electronic Technology, Ministry of Education, Guilin 541004, China.(e-mail: xhl",IEEE Transactions on Intelligent Transportation Systems,,2017,PP,99.0,1,6,"This paper provides symbol-error-rate (SER) performance analysis and minimum power allocation for multi-source multi-destination cooperative vehicular networks using the hybrid decode-amplify-forward (HDAF) cooperative relaying protocol. Previous studies of power allocation minimize the outage probability subject to a total power constraint. Our approach aims to minimize the power allocation in order to maintain the SER below a specific threshold and thus it achieves lower power consumption. Numerical tests show that HDAF has significantly reduced SER compared with the forward strategies of amplify-and-forward (AF) and decode-and-forward (DF). Furthermore, the power consumption in our proposed approach is much less than that in AF and DF.",1524-9050;15249050,,10.1109/TITS.2017.2766267,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8118302,HDAF;Intelligent transportation systems;cooperative vehicular communication;power allocation;symbol-error-rate.,Fading channels;Power demand;Protocols;Relays;Resource management;Signal to noise ratio;Silicon,,,,,,,,,20171122.0,,,IEEE,IEEE Early Access Articles,computer science education strategies,5
49,97,Big Data Analytics for Program Popularity Prediction in Broadcast TV Industries,C. Zhu; G. Cheng; K. Wang,"School of Computer Science and Engineering, Key Laboratory of Computer Network and Information Integration, Ministry of Education, Southeast University, Nanjing, China",IEEE Access,20171122.0,2017,5,,24593,24601,"The precise and timely prediction of program popularity is of great value for content providers, advertisers, and broadcast TV operators. This information can be beneficial for operators in TV program purchasing decisions and can help advertisers formulate reasonable advertisement investment plans. Moreover, in terms of technical matters, a precise program popularity prediction method can optimize the whole broadcasting system, such as the content delivery network strategy and cache strategy. Several prediction models have been proposed based on video-on-demand (VOD) data from YouKu, YouTube, and Twitter. However, existing prediction methods usually require a large quantity of samples and long training time, and the prediction accuracy is poor for programs that experience a high peak or sharp decrease in popularity. This paper presents our improved prediction approach based on trend detection. First, a dynamic time warping-distance-based <inline-formula> <tex-math notation=""LaTeX"">$K$ </tex-math></inline-formula>-medoids algorithm is applied to group programs? popularity evolution into four trends. Then, four trend-specific prediction models are built separately using random forests regression. According to the features extracted from an electronic program guide and early viewing records, newly published programs are classified into the four trends by a gradient boosting decision tree. Finally, by combining forecasting values from the trend-specific models and the classification probability, our proposed approach achieves better prediction results. The experimental results on a massive set of real VOD data from the Jiangsu Broadcasting Corporation show that, compared with the existing prediction models, the prediction accuracy is increased by more than 20%, and the forecasting period is effectively shortened.",,,10.1109/ACCESS.2017.2767104,China Postdoctoral Science Special Foundation; 10.13039/501100001809 - NSFC; 10.13039/501100002858 - China Postdoctoral Science Foundation; ,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8086153,Broadcast TV;dynamic time warping;gradient boosting decision tree;popularity prediction;random forests regression,Autoregressive processes;Computational modeling;Data models;Hidden Markov models;Market research;Predictive models;TV,,,,,,,,,20171027.0,2017,,IEEE,IEEE Journals & Magazines,computer science education strategies,8
50,98,QoS/QoE Support for H.264/AVC Video Stream in IEEE 802.11ac WLANs,C. Y. Chang; H. C. Yen; C. C. Lin; D. J. Deng,"Department of Electrical Engineering, National Taiwan University, Institute for Information Industry, Taipei, Taipei, TaiwanTaiwan",IEEE Systems Journal,20171122.0,2017,11,4.0,2546,2555,"The H.264 video compression technique enjoys the merit of good video quality with high compression rate; therefore, it has been widely applied in delivering video content. In IEEE 802.11ac wireless local area networks, enhanced distributed channel access (EDCA) is the primarily adopted access control mechanism for multimedia traffic transmission. However, the performance is degraded due to the unpredictable delay caused by its inefficient backoff procedure. To achieve high quality of service/experience, this paper proposes a multipolling controlled access (MPCA) scheme to guarantee the latency in delivering important video frames while reducing transmission overhead. We also propose a cross-layer designed quality adjustment strategy to maximize the visual experience. Furthermore, the downlink multiuser multiple-input?multiple-output feature in IEEE 802.11ac is exploited to enhance the reliability of MPCA. Theoretical analysis is provided to show high efficiency of MPCA. Simulation results indicate that MPCA has higher throughput, lower packet delay, lower packet loss, and higher peak signal-to-noise ratio than the EDCA.",1932-8184;19328184,,10.1109/JSYST.2015.2431291,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7115059,802.11ac;H.264;medium access control (MAC);quality of service/experience (QoS/QoE);wireless local area networks (WLANs),Delays;Quality of service;Real-time systems;Reliability;Streaming media;Video coding;Visualization,,,,1.0,,,,Traditional,20150601.0,Dec. 2017,,IEEE,IEEE Journals & Magazines,computer science education strategies,9
52,100,Durable and Energy Efficient In-Memory Frequent-Pattern Mining,D. Liu; Y. Lin; P. C. Huang; X. Zhu; L. Liang,"Beijing Advanced Innovation Center for Imaging Technology, Beijing, China",IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,20171120.0,2017,36,12.0,2003,2016,"It is a significant problem to efficiently identify the frequently occurring patterns in a given dataset, so as to unveil the trends hidden behind the dataset. This paper is motivated by the serious demands of a high-performance in-memory frequent-pattern mining strategy, with joint optimization over the mining performance and system durability. While the widely used frequent-pattern tree (FP-tree) serves as an efficient approach for frequent-pattern mining, its construction procedure often makes it unfriendly for nonvolatile memories (NVMs). In particular, the incremental construction of FP-tree could generate many unnecessary writes to the NVM and greatly degrade the energy efficiency, because NVM writes typically take more time and energy than reads. To overcome the drawbacks of FP-tree on NVMs, this paper proposes evergreen FP-tree (EvFP-tree), which includes a <italic>lazy counter</italic> and a minimum-bit-altered (MBA) <italic>encoding scheme</italic> to make FP-tree friendly for NVMs. The basic idea of the lazy counter is to greatly eliminate the redundant writes generated in FP-tree construction. On the other hand, the MBA encoding scheme is to complement existing wear-leveling techniques to evenly write each memory cell to extend the NVM lifetime. As verified by experiments, EvFP-tree greatly enhances the mining performance and system lifetime by 40.28% and 87.20% on average, respectively. And EvFP-tree reduces the energy consumption by 50.30% on average.",0278-0070;02780070,,10.1109/TCAD.2017.2681077,"Beijing Advanced Innovation Center for Imaging Technology; Chongqing High-Tech Research Program; Fundamental Research Funds for the Central Universities; Innovation Center for Big Data and Digital Convergence of Yuan Ze University, Taiwan.; Research Fund for the Doctoral Program of Higher Education of China; 10.13039/501100001809 - National Natural Science Foundation of China; 10.13039/501100004663 - Ministry of Science and Technology of Taiwan; ",http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7875434,Energy efficiency;FP-construct;frequent-pattern mining;frequent-pattern tree (FP-tree);lifetime;nonvolatile memories (NVMs);performance;phase-change memory (PCM),Data analysis;Data mining;Encoding;Nonvolatile memory;Phase change materials;Radiation detectors;Random access memory,,,,,,,,,20170310.0,Dec. 2017,,IEEE,IEEE Journals & Magazines,computer science education strategies,13
53,101,Design and Evaluation of Question-Generated Programming Learning System,C. H. Lai; P. D. Tho; J. S. Liang,,2017 6th IIAI International Congress on Advanced Applied Informatics (IIAI-AAI),20171116.0,2017,,,573,578,"In recent years, Computer programming has become a critical subject, and it is a basic literacy in the digital age. However, learning programming skills is not an easy task as supported by many studies. On the other hand, many studies have concluded that student question generation has a positive effect on students learning, but few studies have geared toward supporting its use in programming classes. Therefore, this study aimed to develop a programming learning system named Peer-Interaction Programming Learning System based on a question generation strategy. The system was built by adding and intergrading learning assistance functions by system initiative into existing open-source Q&A system. The usability of the system was examined for an undergraduate computer science course: Introduction to Computer Programming (n = 33). In this paper, we reported the design of the system and its user interface, identified several related systems, discussed our motivation and underlying teaching philosophy.",,Electronic:978-1-5386-0621-6; POD:978-1-5386-0622-3,10.1109/IIAI-AAI.2017.107,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8113311,peer assessment;peer interaction;programming learning;student question generation,Amplitude shift keying;Education;Encoding;Learning systems;Programming;Usability,,,,,,,,,,9-13 July 2017,,IEEE,IEEE Conference Publications,computer science education strategies,5
54,102,Underdetermined Blind Source Separation Using Sparse Coding,L. Zhen; D. Peng; Z. Yi; Y. Xiang; P. Chen,"Machine Intelligence Laboratory, College of Computer Science, Sichuan University, Chengdu, China",IEEE Transactions on Neural Networks and Learning Systems,20171116.0,2017,28,12.0,3102,3108,"In an underdetermined mixture system with <inline-formula> <tex-math notation=""LaTeX"">$n$ </tex-math></inline-formula> unknown sources, it is a challenging task to separate these sources from their <inline-formula> <tex-math notation=""LaTeX"">$m$ </tex-math></inline-formula> observed mixture signals, where <inline-formula> <tex-math notation=""LaTeX"">$m<n$ </tex-math></inline-formula>. By exploiting the technique of sparse coding, we propose an effective approach to discover some 1-D subspaces from the set consisting of all the time-frequency (TF) representation vectors of observed mixture signals. We show that these 1-D subspaces are associated with TF points where only single source possesses dominant energy. By grouping the vectors in these subspaces via hierarchical clustering algorithm, we obtain the estimation of the mixing matrix. Finally, the source signals could be recovered by solving a series of least squares problems. Since the sparse coding strategy considers the linear representation relations among all the TF representation vectors of mixing signals, the proposed algorithm can provide an accurate estimation of the mixing matrix and is robust to the noises compared with the existing underdetermined blind source separation approaches. Theoretical analysis and experimental results demonstrate the effectiveness of the proposed method.",2162-237X;2162237X,,10.1109/TNNLS.2016.2610960,Specialized Research Fund for the Doctoral Program of Higher Education; Youth Science and Technology Foundation of Sichuan Province; 10.13039/501100001809 - National Natural Science Foundation of China; ,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7583658,Mixing matrix identification;single source detection;source recovery;sparse coding;underdetermined blind source separation (UBSS),Blind source separation;Clustering algorithms;Encoding;Estimation;Learning systems;Sparse matrices;Time-frequency analysis,,,,,,,,,20161005.0,Dec. 2017,,IEEE,IEEE Journals & Magazines,computer science education strategies,6
55,104,Improving the secrecy of cooperative transmissions using unshared jamming,P. N. Son; V. P. Tuan; P. Sol; L. T. Anh; H. Y. Kong,"Ho Chi Minh City University of Technology and Education, Ho Chi Minh City, Vietnam",2017 4th NAFOSTED Conference on Information and Computer Science,20171116.0,2017,,,31,36,"In this paper, two methods to improve the secrecy of cooperative transmissions using unshared jamming are investigated in which only the source and destination nodes know the jamming signals. The jamming signals are based on unique cipher keys obtained on the high layers. In the first proposed method (SJ protocol), a source combines its secrecy signal with its jamming signal using the power allocation strategy before broadcasting to the relay, destination and even eavesdropper nodes. In the second proposed method (DJ protocol), a source transmits its secrecy signal at the same time a destination transmits its jamming signal. For the secrecy performance evaluation, the asymptotic secrecy outage probability of the end-to-end achievable secrecy rate over flat and block Rayleigh fading channels are studied. Monte-Carlo results are presented to verify the theoretical analyses.",,Electronic:978-1-5386-3210-9; POD:978-1-5386-3211-6,10.1109/NAFOSTED.2017.8108034,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8108034,amplify-and-forward;cooperative communication;physical layer security;secrecy outage probability;unshared jamming,Computer science;Jamming;Protocols;Relays;Resource management;Signal to noise ratio;Urban areas,,,,,,,,,,24-25 Nov. 2017,,IEEE,IEEE Conference Publications,computer science education strategies,5
56,105,Parallel Block Sequential Closed-Form Matting With Fan-Shaped Partitions,Y. Lee; S. Yang,"School of Electrical and Computer Engineering, Ulsan National Institute of Science and Technology, Ulsan, South Korea",IEEE Transactions on Image Processing,20171115.0,2018,27,2.0,594,605,"Applying alpha matting to large images is a challenging task because of its computational complexity. This paper provides a divide and conquer strategy for performing closed-form matting. The matting problem, defined for an entire image, is broken down into systems of linear equations defined for very small blocks of the image. The sizes of the small systems are small enough for us to find solutions efficiently using a direct sparse linear equation system solver. The small systems are solved following a sequential order such that the alpha matte grows from a user scribble. With the block sequential application, matting is performed on fan-shaped partitions in parallel on multiple processing cores. Experiments on large test images as well as on standard benchmark test images show that the proposed parallel block sequential matting provides high quality alpha mattes with good scalability.",1057-7149;10577149,,10.1109/TIP.2017.2765827,"10.13039/501100003725 - Basic Science Research Program through the National Research Foundation of Korea (NRF), Ministry of Education, Science and Technology; ",http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8080268,Alpha matting;image segmentation;parallel processing,Benchmark testing;Computational complexity;Image color analysis;Mathematical model;Memory management;Optimization;Scalability,,,,,,,,,20171023.0,Feb. 2018,,IEEE,IEEE Journals & Magazines,computer science education strategies,11
62,112,Millennials vs. Baby Boomers in project management: Education and training gap,V. Obradovi?; Z. Mitrovi?; M. Pavi?evi?,"University of Belgrade, Faculty of Organizational Sciences, Belgrade, Serbia",2017 12th International Scientific and Technical Conference on Computer Sciences and Information Technologies (CSIT),20171109.0,2017,2,,22,29,"The purpose of this paper is to explore and define key characteristics, tendencies, needs and expectations that distinguish the generation of Millennials from the generation of Baby Boomers. The paper will present both theoretical and practical overview in order to create effective education program and training system in the organization which is appealing to the Millennial generation, a workforce that will represent 50% of the global workforce by 2020. Desk research, secondary data analysis and systematic literature review will be used to analyze and identify key findings from different generations' perspective, which is essential for understanding how the Millennial generation learn, as well as rethinking and embracing different strategies and approaches for implementing talent development initiatives throughout training and education system. The implications of the characteristics on training development and design will be presented in order to evolve current learning landscape and effective knowledge transfer within the project oriented organizations. Further, the paper will present the results of research on the attitudes and preferences of two generations in terms of development and training. The main objective of the study will be to provide practical research about generational different view on how training process should be performed and recommendations for education and training design in the field of project management in order to attract, develop and retain Millennials.",,CD:978-1-5386-1637-6; Electronic:978-1-5386-1639-0; POD:978-1-5386-1640-6; Paper:978-1-5386-1638-3,10.1109/STC-CSIT.2017.8099422,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8099422,Baby Boomers;Millennials;education;project management;training,Millennials;Organizations;Pediatrics;Project management;Training,,,,,,,,,,5-8 Sept. 2017,,IEEE,IEEE Conference Publications,computer science education strategies,7
63,113,A vision-based approach for autonomous landing,A. A. Cabrera-Ponce; J. Martinez-Carranza,"Mechatronics Engineering Department of the Instituto Tecnlogico Superior de Atlixco, Puebla, Mexico","2017 Workshop on Research, Education and Development of Unmanned Aerial Systems (RED-UAS)",20171109.0,2017,,,126,131,"Monocular vision is frequently used in Micro Air Vehicles for many tasks such autonomous navigation, tracking, search and autonomous landing. To address this problem and in the context of autonomous landing of a MAV on a platform, we use a template-based matching in an image pyramid scheme in combination with an edge detector. Thus, the landing zone is localised via image processing in a frame-to-frame basis. Images are captured by the MAV's onboard camera of the MAV and processed with a multi-scale image processing strategy to detect the landing zone at different scales. We assessed our approach in real-time experiments using a Parrot Bebop 2.0 in outdoors and at different heights.",,Electronic:978-1-5386-0939-2; POD:978-1-5386-0940-8; USB:978-1-5386-0938-5,10.1109/RED-UAS.2017.8101655,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8101655,,Cameras;Detectors;Image edge detection;Trajectory;Visualization,,,,,,,,,,3-5 Oct. 2017,,IEEE,IEEE Conference Publications,computer science education strategies,5
64,114,Real-time aerial image mosaicing using hashing-based matching,R. de Lima; J. Martinez-Carranza,"Computer Science Department of the Instituto Nacional de Astrofisica Optica y Electronica, Puebla, Mexico","2017 Workshop on Research, Education and Development of Unmanned Aerial Systems (RED-UAS)",20171109.0,2017,,,144,149,"This paper presents a real-time approach for aerial image mosaicing. On average, a performance of 35ms is achieved in a frame-to-frame process where visual features are extracted in between two images, organised in a database model, sought and matched. For this process to be efficient, we employed binary descriptors, namely ORB descriptors, for rapid feature extraction and fast matching based on the hamming distance, and hash tables as descriptor organisation model where keys for hashing are extracted directly from bit segments of the binary descriptor. By combining these two strategies, we managed to speed up feature matching by 8 times compared to the standard binary descriptor-based feature matching using FLANN in OpenCV. As a result we obtain a rapid image mosaicing, which enables the exploration of the area to be mapped at higher speed of the aerial vehicle.",,Electronic:978-1-5386-0939-2; POD:978-1-5386-0940-8; USB:978-1-5386-0938-5,10.1109/RED-UAS.2017.8101658,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8101658,,Drones;Feature extraction;Hamming distance;Image resolution;Real-time systems;Robustness;Transmission line matrix methods,,,,,,,,,,3-5 Oct. 2017,,IEEE,IEEE Conference Publications,computer science education strategies,5
66,118,Model prediction of dynamic performance response of DMFC using artificial neural networks,M. A. R. Biswas; M. D. Robinson,"College of Engineering, Mechanical Engineering, University of Texas at Tyler, Tyler, Texas 75799",2017 12th International Conference on Computer Science and Education (ICCSE),20171030.0,2017,,,177,182,"Direct methanol fuel cell (DMFC) uses liquid methanol as fuel to generate electricity at low operating temperatures as well as to mainly produce water and carbon dioxide. Since DMFC performance characteristics are inherently complex, it can be postulated that artificial neural networks (ANN) represent a marked improvement in prediction capabilities. However, very little investigation has been done to develop dynamic ANN to predict transient behavior of DMFCs. This paper predicts the dynamic performance of a DMFC stack under changes in operating conditions including step change in current. Input variables for the analysis consist of methanol concentration, temperature and current. The performances of the ANN models of four different approaches are judged based on stack voltage, which was shown to be predicted. The results show promise of ANN modeling approaches for optimal control strategy development in DMFC system applications.",,Electronic:978-1-5090-2508-4; POD:978-1-5090-2509-1; USB:978-1-5090-2507-7,10.1109/ICCSE.2017.8085485,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8085485,,Computer architecture;Data models;Fuel cells;Heuristic algorithms;Microprocessors;Neural networks;Predictive models,,,,,,,,,,22-25 Aug. 2017,,IEEE,IEEE Conference Publications,computer science education strategies,5
69,122,Adaptive backstepping sliding mode tracking control for the stratospheric airship,B. Chen,"Department of Automation, Xiamen University, Xiamen 361005, P. R. China",2017 12th International Conference on Computer Science and Education (ICCSE),20171030.0,2017,,,202,207,"Three-degree-of-freedom trajectory tracking of the stratospheric airship is investigated. With a simplified planar dynamic model, an adaptive backstepping sliding mode controller is designed to keep the airship to globally asymptotically track a desired trajectory. Lyapunov functions are used to ensure the tracking performance when model parametric uncertainty and external disturbances exist. Simulation results demonstrate the effectiveness and robustness of the proposed control strategy.",,Electronic:978-1-5090-2508-4; POD:978-1-5090-2509-1; USB:978-1-5090-2507-7,10.1109/ICCSE.2017.8085489,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8085489,back-stepping;robustness;sliding mode control;stratospheric airship;trajectory tracking,Adaptation models;Atmospheric modeling;Backstepping;Mathematical model;Trajectory;Trajectory tracking;Uncertainty,,,,,,,,,,22-25 Aug. 2017,,IEEE,IEEE Conference Publications,computer science education strategies,5
71,124,A HMM-based content forwarding strategy in LEO satellite system,W. Liao; Y. Zhang; T. Ma; D. Guo; M. Song; H. Li,"School of Electrical Engineering, Beijing University of Posts and Telecommunications, Beijing, 100876, China",2017 12th International Conference on Computer Science and Education (ICCSE),20171030.0,2017,,,429,434,"Using the low earth orbit (LEO) satellite technology to provide high capacity and high speed data service for the users, has been one of the most popular research hotspots in LEO satellite communication system. Whereas, the traditional researches in the field of satellite communication mainly focus on the optimization of channel resource allocation, which is based on the improvement of data transmission rate and reliability. Different from the traditional research, this paper considers the popularity of content in different earth station (ES) from the user's perspective. Then we optimize the channel resources allocation between LEO satellite and ESs, and among ESs simultaneously, under the premise of maximizing the content forwarding capacity of the LEO satellite. In particular, the content forwarding of LEO satellite is modeled as hidden Markov model (HMM), and an optimal content forwarding algorithm based on Viterbi is proposed. At the same time, a multi-domain channel resource allocation algorithm based on HMM (MCR-H) is proposed to optimize the LEO satellite communication system. Numerical results demonstrate the performance and advantage of our new scheme.",,Electronic:978-1-5090-2508-4; POD:978-1-5090-2509-1; USB:978-1-5090-2507-7,10.1109/ICCSE.2017.8085530,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8085530,Content Forwarding;HMM;LEO satellite;Resource Allocation,Data communication;Hidden Markov models;Low earth orbit satellites;Resource management;Satellite broadcasting,,,,,,,,,,22-25 Aug. 2017,,IEEE,IEEE Conference Publications,computer science education strategies,5
72,126,A research on simultaneous fault diagnosis based on paired-RVM,W. Jiang; L. Yang,"Department of Information Engineering, City College of Wuhan University of Science and Technology, Wuhan, China",2017 12th International Conference on Computer Science and Education (ICCSE),20171030.0,2017,,,483,488,"This paper studies the simultaneous fault diagnosis of the main reducer in the automobile transmission system assembly based on vibration signals. A simultaneous fault diagnosis model based on Paired Relevance Vector Machine (Paired-RVM) is proposed for the simultaneous fault of the main reducer, and each binary sub-classifier is trained with single fault samples and then fused by a pairing strategy. With F-measure as a measurement indicator of diagnosis precision, the threshold set DThreshold is used to train a threshold optimization algorithm so as to generate the optimal decision threshold, thus converting the probability output generated by the classification model into the final simultaneous fault mode. A contrast experiment is made between Paired-RVM and some commonly used supervised learning models of SVM, ELM and KELM, and the experimental results show that the performance of Paired-RVM proposed in this paper is superior to that of other models in simultaneous fault diagnosis and single fault diagnosis, verifying the effectiveness of the proposed method.",,Electronic:978-1-5090-2508-4; POD:978-1-5090-2509-1; USB:978-1-5090-2507-7,10.1109/ICCSE.2017.8085540,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8085540,Relevance Vector Machine;automobile;fault diagnosis;main reducer;probability output,Automobiles;Classification algorithms;Fault diagnosis;Optimization;Support vector machines;Training;Vibrations,,,,,,,,,,22-25 Aug. 2017,,IEEE,IEEE Conference Publications,computer science education strategies,5
73,127,2D quad mesh generation using divide and conquer poly-square maps,C. Liu; Z. Chen; X. Li,"School of Electrical Engineering and Computer Science, Louisiana State University (LSU), Baton Rouge, USA",2017 12th International Conference on Computer Science and Education (ICCSE),20171030.0,2017,,,263,268,"We develop a structured quad meshing algorithm for large-scale 2D geometric regions based on solving a low-distorted poly-square map. The poly-square map is constructed through a divide-and-conquer strategy in a distributed way. First, a geometry-aware partitioning is performed to decompose the geometric region into solvable subparts. Then, parameterizations and meshing are computed on subregions under certain boundary constraints. The local results are merged and refined through a multi-pass optimization until the global convergence of the polysquare map is achieved. We demonstrate that our algorithm can process huge geometric model effectively on high performance clusters.",,Electronic:978-1-5090-2508-4; POD:978-1-5090-2509-1; USB:978-1-5090-2507-7,10.1109/ICCSE.2017.8085500,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8085500,,Color;Distortion;Mesh generation;Particle separators;Partitioning algorithms;Strain;Two dimensional displays,,,,,,,,,,22-25 Aug. 2017,,IEEE,IEEE Conference Publications,computer science education strategies,5
74,128,Object Categorization Using Class-Specific Representations,C. Zhang; J. Cheng; L. Li; C. Li; Q. Tian,"Research Center for Brain-inspired Intelligence, Institute of Automation, Chinese Academy of Sciences, Beijing 100190, China, and also with the University of Chinese Academy of Sciences, Beijing 100049, China.",IEEE Transactions on Neural Networks and Learning Systems,,2017,PP,99.0,1,7,"Object categorization refers to the task of automatically classifying objects based on the visual content. Existing approaches simply represent each image with the visual features without considering the specific characters of images within the same class. However, objects of the same class may exhibit unique characters, which should be represented accordingly. In this brief, we propose a novel class-specific representation strategy for object categorization. For each class, we first model the characters of images within the same class using Gaussian mixture model (GMM). We then represent each image by calculating the Euclidean distance and relative Euclidean distance between the image and the GMM model for each class. We concatenate the representations of each class for joint representation. In this way, we can represent an image by not only considering the visual contents but also combining the class-specific characters. Experiments on several public available data sets validate the superiority of the proposed class-specific representation method over well-established algorithms for object category predictions.",2162-237X;2162237X,,10.1109/TNNLS.2017.2757497,ARO; Faculty Research Gift Awards by NEC Laboratories of America and Blippar; National Natural Science Foundation of China; National Science Foundation of China; Scientific Research Key Program of Beijing Municipal Commission of Education; ,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8082530,Class-specific representation;image classification;object categorization;visual representation.,Electronic mail;Euclidean distance;Image representation;Learning systems;Semantics;Training;Visualization,,,,,,,,,20171025.0,,,IEEE,IEEE Early Access Articles,computer science education strategies,6
75,130,A Fully-Decentralized Consensus-Based ADMM Approach for DC-OPF With Demand Response,Y. Wang; L. Wu; S. Wang,"Electrical and Computer Engineering Department, Clarkson University, Potsdam, NY, USA",IEEE Transactions on Smart Grid,20171019.0,2017,8,6.0,2637,2647,"This paper discusses a consensus-based alternating direction method of multipliers (ADMMs) approach for solving the dynamic dc optimal power flow (DC-OPF) problem with demand response in a distributed manner. In smart grid, emerging techniques together with distributed nature of data and information, significantly increase the complexity of power systems operation and stimulate the needs for distributed optimization. In this paper, the distributed DC-OPF approach solves local OPF problems of individual subsystems in parallel, which are coordinated via global consensus variables (i.e., phase angles on boundary buses of adjacent subsystems). Three distributed DC-OPF algorithms are discussed with different convergence performance and/or communication requirement. All three distributed algorithms can effectively handle prevailing constraints for the transmission network, generating units, and demand response in individual subsystems, while the global convergence can be guaranteed. In particular, based on the traditional distributed ADMM approach, a fully decentralized algorithm without the central controller is proposed in Algorithm 2 with a new communication strategy, in which only limited information on boundary buses are exchanged among adjacent subsystems. In addition, the accelerated ADMM is discussed in Algorithm 3 for improving the convergence performance. In recognizing distributed OPF approaches in literature, one major research focus on this paper is to quantify the impact of key parameters and subsystem partitioning strategies on the convergence performance and the data traffic via numerical case studies. A general guidance for subsystem partitioning is proposed and verified via large-scale power systems.",1949-3053;19493053,,10.1109/TSG.2016.2532467,10.13039/100000148 - U.S. National Science Foundation; ,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7428969,ADMM;demand response;distributed DC-OPF,Convergence;Generators;Load management;Optimization;Power system dynamics;Smart grids,demand side management;distributed algorithms;load flow;optimisation;smart power grids,ADMM method;accelerated ADMM;adjacent subsystems;boundary buses;consensus-based alternating direction method of multipliers;demand response;different convergence performance;distributed DC-OPF algorithms;distributed DC-OPF approach;distributed OPF approaches;distributed algorithms;distributed optimization;dynamic dc optimal power flow;fully decentralized algorithm;global consensus variables;global convergence;local OPF problems;power systems operation;smart grid;subsystem partitioning strategies,,1.0,,,,Traditional,20160308.0,Nov. 2017,,IEEE,IEEE Journals & Magazines,computer science education strategies,10
