"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"E-business customization strategy on the product attributes perspective","Cedric Hsi-Jui Wu; Hsiao-Chun Liao","Department of Business Administration, National Dong Hwa University, Hualien, Taiwan","Proceeding of the International Conference on e-Education, Entertainment and e-Management","20120126","2011","","","124","127","With the popularity and technology improving of the Internet, customers could get a variety of information anytime. But, searching information may more difficult because of the information richness and diversity. Therefore, shopping online is more prone to expectancy-disconfirmation-the problem. In addition, Internet companies usually do not provide effective mechanisms for shopping. It makes customer's shopping process time-consuming. Therefore, Internet companies can not accurately capture customer needs and product information, and can not provide effective personalized product services. This study proposes customization strategy based on personal online shopping products, customers only need to set preferences and the Internet companies can filter information on the goods as well as analysis. It can help customers quickly find the goods, and help Internet companies manage their sale strategy based on customer preferences.","","Electronic:978-1-4577-1382-8; POD:978-1-4577-1381-1","10.1109/ICeEEM.2011.6137860","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6137860","business model;customization strategy;product attributes","Business","Internet;consumer behaviour","Internet;customer preferences;e-business customization strategy;personal online shopping products;product attributes perspective","","0","","23","","","","27-29 Dec. 2011","","IEEE","IEEE Conference Publications"
"An indexing scheme for efficient support K-NN queries over DHTS","Zhiping Zhong; Xiaohui Zhong; Yuyan Liu","College of Physics and Electrical Information, Anhui Normal University, Wuhu, China, 241000","IET International Conference on Smart and Sustainable City (ICSSC 2011)","20120126","2011","","","1","5","Distributed Hash Tables (DHTs) have been widely used as building block for large scale distributed applications. However, supporting k-NN queries efficiently remains a problem. In this paper, we present k-NN Search Tree (KST) which employs a novel mapping mechanism and a tree summarization strategy for reasonable distribution of its index structure. Analysis show that it can effectively support k-NN processing of such complex queries. Experimental results demonstrate that in comparison with the latest indexing techniques, PHT and DST, KST has a much better query performance in terms of both bandwidth consumption and response time.","","Paper:978-1-84919-326-9","10.1049/cp.2011.0302","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6138137","Distributed hash tables;indexing scheme;k-nearest-neighbor queries","","indexing;query processing","DST indexing technique;K-NN query;K-nearest neighbor;PHT indexing technique;distributed hash tables;index structure distribution;indexing scheme;k-NN search tree;mapping mechanism;tree summarization strategy","","0","","","","","","6-8 July 2011","","IET","IET Conference Publications"
"Research and application of plan recognition in Intelligent Tutoring System","Lizhen Liu; Hanshi Wang; Chuchu Li; Chunna Zhao","Information Engineering College, Capital Normal University, Beijing, China","2011 IEEE International Symposium on IT in Medicine and Education","20120116","2011","2","","53","56","This paper introduces how to apply plan recognition technology to Intelligent Tutoring System (ITS). ITS can recognize the student's learning plan automatically, guide students to chooses teaching content and strategies according to the recognized plan. While much effort has been devoted to ITS, it can be shown the assumptions underlying that many current plan recognition approaches do not hold in ITS and it blocks the application of plan recognition in ITS. Actually, plan recognition is very useful and important in ITS. So the paper addresses how to recognize student's learning strategy based on the theory of Granularity Hierarchies. Furthermore, we discuss that the present approach is used to solve practical problems in ITS.","","Electronic:978-1-61284-704-7; POD:978-1-61284-701-6","10.1109/ITiME.2011.6132055","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6132055","granularity hierarchies;intelligent tutoring system;plan recognition","Aggregates;Arrays;Java;Knowledge engineering;Observers;Semantics","granular computing;intelligent tutoring systems;pattern recognition;planning;teaching","granularity hierarchy;intelligent tutoring system;plan recognition application;student learning plan;student learning strategy;teaching content;teaching strategy","","0","","7","","","","9-11 Dec. 2011","","IEEE","IEEE Conference Publications"
"Segmentation of hippocampus based on ROI atlas registration","Wenyan Chen; Shutao Li; Fucang Jia; Xiaodong Zhang","School of Biology, Hunan University, Changsha, China","2011 IEEE International Symposium on IT in Medicine and Education","20120116","2011","1","","226","230","Since the change of hippocampal volume is an early symptom for Alzheimer's disease, hippocampus segmentation of brain image can be used to assist the diagnosis of the Alzheimer's disease. This paper presents a multi-atlas based segmentation method which produces higher segmentation accuracy than single atlas-based segmentation. After the extraction of the ROI, a two-step registration from atlas images to target image is applied to obtain initial segmentations which are combined to generate the final segmentation by several atlas fusion strategies. In the experiments, four different strategies including single maximum, majority voting (MV) and simultaneous truth performance level estimation (STAPLE) and consensus level, labeler accuracy and truth estimation (COLLATE) are tested. Dice overlap between automatic and manual segmentation is employed to compare the results of these atlas selection strategies. The experimental results show that the COLLATE can achieve the better segmentation result in our study.","","Electronic:978-1-61284-704-7; POD:978-1-61284-701-6","10.1109/ITiME.2011.6130821","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6130821","COLLATE;Combination Strategies;Hippocampal Segmentation;MR Image;ROI;Registration","Accuracy;Hippocampus;Image segmentation;Magnetic resonance imaging;Manuals;Measurement","brain;diseases;image fusion;image registration;image segmentation;medical image processing","Alzheimer disease;ROI atlas registration;atlas fusion strategies;atlas selection strategies;brain image;hippocampus segmentation;labeler accuracy;majority voting;multiatlas based segmentation method;simultaneous truth performance level estimation;two-step registration","","1","","17","","","","9-11 Dec. 2011","","IEEE","IEEE Conference Publications"
"Development of RFID English learning supporting system for elementary school students in Taiwan","D. T. Ku; W. Y. Chen; Y. Ito; W. C. Chang","Tamkang University, Taiwan","The 16th North-East Asia Symposium on Nano, Information Technology and Reliability","20111222","2011","","","34","38","This study integrated situated learning strategies, Radio Frequency Identification (RFID) technology and handheld device (PDA) works with fifth grade English teachers to develop an English learning supporting system. The results show that fifth grade students are highly satisfied by this system and they also agree the system which is good for their English learning. Moreover, the higher positive learning attitude students perform better than others and the students have higher satisfaction also perform better in achievement score.","","Electronic:978-89-88678-63-3; POD:978-1-4577-0793-3","10.1109/NASNIT.2011.6111117","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6111117","","Computer architecture;Correlation;Databases;Radiofrequency identification","computer aided instruction;linguistics;radiofrequency identification","English teachers;RFID English learning supporting system;Taiwan;elementary school students;handheld device;integrated situated learning strategies;radio frequency identification","","0","","14","","","","24-26 Oct. 2011","","IEEE","IEEE Conference Publications"
"Digitizing strategy on the same ontology in heterogeneous data source","X. Jiaoxiong; L. Mengfang; B. Minjie; X. Jun","School of Optical-Electrical & Computer Engineering, University of Shanghai for Science & Technology, Shanghai 200093, China","The 3rd International Conference on Data Mining and Intelligent Information Technology Applications","20111222","2011","","","81","85","The existence of the data objects, having the same ontology in heterogeneous data source (SO-HDS), is always the difficulty in cleaning process. Nowadays, there are several matching algorithms which can detect these data, such as Descartes Method, Enhanced Descartes Method and Priority Queue Algorithm. All these algorithms detect the similarity among the data directly without any pre-process on the original data. In this paper, we put forward a digitizing strategy on matching data objects based on the ontology of data object. When the data objects have the feature of SO-HDS, the storage mode and expression of these data objects can be ignored. We also propose a new data matching algorithm to find out the data objects having SO-HDS with the help of physics store attribute of data object. The new digitizing strategy will reduce the comparison amongst data objects, and keep the accuracy at the same time.","","Electronic:978-89-88678-49-7; POD:978-1-4673-0231-9","","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6108403","Data Cleaning;Data matching;Digitize;Ontology;the same ontology in heterogeneous data source(SO-HDS)","","data handling;ontologies (artificial intelligence)","Descartes method;data object matching;data similarity;digitizing strategy;enhanced Descartes method;heterogeneous data source;ontology;priority queue algorithm","","0","","11","","","","24-26 Oct. 2011","","IEEE","IEEE Conference Publications"
"Software Extensibility Strategies for Health and Demographic Systems in Low-Income Countries","B. Hartsock; B. MacLeod; D. Roberge; I. Asangansi","Dept. of Comput. Sci., Univ. of Southern Maine, Portland, ME, USA","2011 IEEE Global Humanitarian Technology Conference","20111215","2011","","","512","517","Software systems used by health research centers in low-income countries typically need to be maintained and upgraded by individuals who do not have formal Computer Science education. Without careful planning, these data management software systems can require years of technical assistance from highly trained specialists. This work proposes software design strategies to minimize the complexity of maintaining a Java based enterprise scale software application in low-income countries. In this paper we identify various extension mechanisms. The goal is to significantly reduce the complexity required for users to tailor the system to their own particular projects.","","Electronic:978-1-61284-635-4; POD:978-1-61284-634-7","10.1109/GHTC.2011.56","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6103688","HDSS;OpenHDS;extensibility;extension points;modifiability;variability","Data models;Databases;Electronic publishing;Information services;Internet;Software systems","Java;computer science education;demography;health care;public domain software;software quality","Java based enterprise scale software application;data management software systems;demographic systems;formal computer science education;health research centers;health systems;low-income countries;software extensibility strategies","","1","","8","","","","Oct. 30 2011-Nov. 1 2011","","IEEE","IEEE Conference Publications"
"A two-stage composite heuristic for dual cycling quay crane scheduling problem","D. Wang; X. Li; Q. Wang","School of Computer Science & Engineering, Key Laboratory of Computer Network and Information Integration (Southeast University), Ministry of Education, Southeast University, 211189, Nanjing, China","2011 IEEE International Conference on Systems, Man, and Cybernetics","20111121","2011","","","1902","1907","In this paper, hatch constrained quay crane scheduling problem is considered to minimize makespan with dual cycling, which can improve efficiency of operations and utilization of quay cranes. By analyzing precedence relationships intra- and inter- hatches, the problem is decomposed into two embedded sub-problems, each of which can be formulated as a 2-machine flow shop scheduling problem. A composite heuristic is introduced for stacks scheduling in a hatch by integrating the Johnson rule with a developed gap-shifting strategy. A better model is constructed for inter-hatches than existing ones, in which overlapped processing time is shorten and effectiveness can be improved by a reconstructive Johnson rule. Experimental results show that the proposed composite algorithm outperforms the existing hybrid heuristic.","1062-922X;1062922X","Electronic:978-1-4577-0653-0; POD:978-1-4577-0652-3","10.1109/ICSMC.2011.6083950","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6083950","container terminal;dual cycling;quay crane scheduling","Containers;Cranes;Heuristic algorithms;Loading;Optimized production technology;Proposals;Schedules","cranes;flow shop scheduling;sea ports","2-machine flow shop scheduling problem;Johnson rule;dual cycling quay crane scheduling problem;gap-shifting strategy;interhatches;intrahatches;two-stage composite heuristics","","2","","12","","","","9-12 Oct. 2011","","IEEE","IEEE Conference Publications"
"Distributed jewelry enterprise resource management information system","P. Mo; F. Zhang; F. Pan","School of Education Science and Technology, Zhejiang University of Technology, Hangzhou, PRC","2011 International Conference on Electronics, Communications and Control (ICECC)","20111103","2011","","","3672","3674","In order to meet the complicated requirements of jewelry enterprise resource management, the paper designed and implemented a distributed management information system. The system adopts a dynamic strategy to handle enterprise resources sharing both horizontally and vertically, including querying, adding, deleting and modifying jewelry information, gathering statistics information, scheduling production plan. The consistency and accuracy of enterprise data are guaranteed by means of centralizing basic data and information. Web application development technology based on Java is used, and the key techniques mainly include adding information dynamically, distributed computing, and real-time information analysis, etc. Data processing mainly uses the Java Persistence API.","","Electronic:978-1-4577-0321-8; POD:978-1-4577-0320-1","10.1109/ICECC.2011.6066442","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6066442","Hadoop;distributed computing;resource management;web service","Distributed computing;Educational institutions;Information analysis;Management information systems;Production;Real time systems;Resource management","Internet;Java;application program interfaces;business data processing;enterprise resource planning;management information systems;production control;production engineering computing;production planning;query processing","Java Persistence API;Web application development technology;data processing;distributed computing;distributed jewelry enterprise resource management information system;dynamic strategy;enterprise data;enterprise resources sharing;information adding;information deleting;information querying;jewelry information modification;production plan scheduling;real-time information analysis;statistics information gathering","","0","","6","","","","9-11 Sept. 2011","","IEEE","IEEE Conference Publications"
"Mechatronics Learning Studio: From “Play and Learn” to Industry-Inspired Green Energy Applications","R. W. Y. Habash; C. Suurtamm; D. Necsulescu","School of Information Technology and Engineering, University of Ottawa, 800 King Edward Avenue, Ottawa, Canada","IEEE Transactions on Education","20111031","2011","54","4","667","674","This paper describes the evolution of the teaching of electrical engineering to mechanical engineering students based on motivation and a pedagogical strategy incorporating interdisciplinary mechatronics projects in a learning studio environment. Implementation of student projects within the curriculum has been demonstrated to be highly motivational and educational and has even evolved from “play and learn” into industry-inspired green energy applications as a platform for multiple student competitions. Several examples of successful student projects are discussed. These modules can be used as motivation instruments to gradually enhance the interest of current and future engineering students in mechatronics. In this paper, a summary of student feedback is provided, and benefits, challenges, and lessons learned from this initiative are discussed.","0018-9359;00189359","","10.1109/TE.2011.2107555","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5720526","Industry participation;mechatronics;motivation;play and learn;project-based learning (PBL);student competitions","Cranes;Educational institutions;Industries;Laboratories;Mechatronics;Robots","educational courses;electrical engineering education;mechanical engineering;mechatronics;studios","curriculum;electrical engineering teaching;industry-inspired green energy;interdisciplinary mechatronics projects;learning studio environment;mechanical engineering students;mechatronics learning studio;multiple student competitions;pedagogical strategy;play and learn;student projects","","1","","34","","","20110228","Nov. 2011","","IEEE","IEEE Journals & Magazines"
"Using enabled technology according to scripts for CSCL","Z. Chongping; G. Xiaoqing; Z. Zhiting","Dept. of Physics and Electronic Engineering, Qujing Normal University, Qujing, China","2011 International Conference on Electrical and Control Engineering","20111024","2011","","","7037","7040","Scripts have played an important role in CSCL, but there also exist two pitfalls: ""Taking social interaction for granted"" and ""Restricting social interaction to cognitive processes"". According to scripts, this paper developed a method called Enabled Technology to resolve these two problems. Furthermore, key strategies about how to design and implement Enabled Technology complied with scripts were also discussed with a case.","","DVD:978-1-4244-8164-4; Electronic:978-1-4244-8165-1; POD:978-1-4244-8162-0","10.1109/ICECENG.2011.6056871","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6056871","CSCL;Enabled Technology;Scripts","Collaborative work;Educational institutions;Educational technology;Google;Humans;Information technology;Physics","authoring languages;social sciences computing","CSCL scripts;cognitive processes;enabled technology;social interaction","","0","","9","","","","16-18 Sept. 2011","","IEEE","IEEE Conference Publications"
"Development trend analysis of augmented reality system in educational applications","Y. S. Lai; J. M. Hsu","Shin-Guang Elementary School, Yunlin 64641, Taiwan","2011 International Conference on Electrical and Control Engineering","20111024","2011","","","6527","6531","With the rapid development of information technology, computer-assisted learning and instruction integrated with information technology, these technologies have been widely used in the traditional classroom. The concept of augmented reality is to place computer graphics on the real environment. It provides an interactive and intuitional interface to help users for observing the three-dimensional virtual objects in the real world. Currently, most of augmented reality (AR) applications focus on the research issues, such as military, medicine, and game. This study investigates the educational development and application of AR system in recent years. This study also analyzes the acceptance and effectiveness of augmented reality as well as the trend in education.","","DVD:978-1-4244-8164-4; Electronic:978-1-4244-8165-1; POD:978-1-4244-8162-0","10.1109/ICECENG.2011.6056941","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6056941","augmented reality;e-Learning;learning strategy;multimedia learning","Augmented reality;Computer science;Computers;Educational institutions;Games;Three dimensional displays","augmented reality;computer aided instruction;graphical user interfaces;interactive systems","augmented reality;computer assisted instruction;computer assisted learning;computer graphics;educational application;information technology;interactive interface;intuitional interface;three-dimensional virtual objects","","0","","31","","","","16-18 Sept. 2011","","IEEE","IEEE Conference Publications"
"Ubiquitous learning from the perspective of ecosystem","Z. Jinliang; H. Gaoda","Education College, Hunan University of Science and Technology, Xiangtan, China","2011 International Conference on Electrical and Control Engineering","20111024","2011","","","7029","7032","With the rapid development of the 3G communication technology, the micro-electron technology and the network technology, ubiquitous learning has more broad prospects.According to ecosystem theory and dynamic equilibrium principle of the composition of learning environment, learning ecology provides a new perspective for the people studying ubiquitous learning. The ecosystem is composed of resource environment, learners, interpersonal environment, ubiquitous information society and sociocultural environment.lt is featured with openness, adaptivity,diversity, balance and self-organization.The specific strategies are also stated for the sustainable development of ubiquitous learning ecosystems .","","DVD:978-1-4244-8164-4; Electronic:978-1-4244-8165-1; POD:978-1-4244-8162-0","10.1109/ICECENG.2011.6056880","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6056880","Ecology;Ubiquitous Learning;Ubiquitous Learning Ecosystem","Ecosystems;Educational institutions;Electronic learning;Industries;Internet;Presses","3G mobile communication;computer aided instruction;ecology;mobile computing;sustainable development","3G communication technology;ecosystem theory;interpersonal environment;microelectron technology;network technology;resource environment;self-organization;sociocultural environment;sustainable development;ubiquitous information society;ubiquitous learning","","0","","7","","","","16-18 Sept. 2011","","IEEE","IEEE Conference Publications"
"The research of cultivation for infants' nonage reading ability in information technology environment","J. Wang; C. Hu","School of Education Science, Henan University, Kaifeng, China","2011 International Conference on Electrical and Control Engineering","20111024","2011","","","6981","6985","This paper firstly introduces the concepts of nonage reading and nonage reading ability. In the next part, this paper introduces the necessity and specific strategy of the cultivation for infants' nonage reading ability based on correlative theory and practice in information technology environment. At last, this paper tries to use case analysis method and experimental method to revise and perfect the strategy, in order to be helpful to the front-line kindergarten teachers.","","DVD:978-1-4244-8164-4; Electronic:978-1-4244-8165-1; POD:978-1-4244-8162-0","10.1109/ICECENG.2011.6056866","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6056866","information technology environment;nonage reading ability;preschool education","Educational institutions;Information technology;Presses;Publishing;Snow","computer aided instruction;information technology;teaching","case analysis method;correlative theory;front-line kindergarten teachers;infants nonage reading ability cultivation;information technology environment;preschool education","","0","","6","","","","16-18 Sept. 2011","","IEEE","IEEE Conference Publications"
"A study on the online learning strategy of the college students at normal university with qualitative research","L. Shuanglan; L. Wenhua","Department of educational technology, College of Education Science, Guangxi Normal University, Guilin, Guangxi, People's Republic of China","2011 International Conference on Electrical and Control Engineering","20111024","2011","","","6304","6308","The online learning strategy of the college students at normal university is not only related to their own learning effects, but also did a close correlation to the instructional strategies of future teachers. This study adopts qualitative research methods, carries on to do in-depth and detailed study through the research of establishing individual study on two college students at normal university. The results were as follows: First, the cognitive strategies of the college students at normal university are simple. Second, the monitoring strategy of students has significant influence on resource management strategies. Third, the supporters of students in network environment tend to classmates and friends. Last but not least, the online learning strategy level of boys is relatively rather than girls. At last, based on the research findings, this paper puts forward some cultivatable strategies from the aspects of autonomic learning awareness, teacher's guide, retrieval curriculum, e-learning conditions.","","DVD:978-1-4244-8164-4; Electronic:978-1-4244-8165-1; POD:978-1-4244-8162-0","10.1109/ICECENG.2011.6056756","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6056756","Online Learning Strategies;Qualitative Research;the college students at Normal University","Blogs;Educational institutions;Electronic mail;Presses;Psychology;Publishing","Internet;cognition;computer aided instruction;educational institutions;gender issues;information retrieval;resource allocation","autonomic learning awareness;cognitive strategy;college students;e-learning condition;instructional strategy;normal university;online learning strategy;qualitative research method;resource management strategy;retrieval curriculum;student strategy monitoring","","0","","7","","","","16-18 Sept. 2011","","IEEE","IEEE Conference Publications"
"Local feedback pareto strategy for weakly coupled large-scale discrete-time stochastic systems","H. Mukaidani","Graduate School of Education, Hiroshima University, 1-1-1 Kagamiyama, Higashi-Hiroshima 739-8524, Japan","IET Control Theory & Applications","20111013","2011","5","17","2005","2014","In this study, the author discusses a Pareto strategy implemented via state and static output feedback for a class of weakly coupled large-scale discrete-time stochastic systems with state- and control-dependent noise. The asymptotic structure along with the uniqueness and positive semi-definiteness of the solutions of cross-coupled non-linear matrix equations (CNMEs) is newly established via the implicit function theorem. The main contribution of this study is the proposal of a parameter-independent local state and static output feedback Pareto strategy. Moreover, a computational approach for solving the CNMEs is also considered if the information about the small parameter is available. Particularly, a new iterative algorithm based on the linear matrix inequality is established to design a Pareto strategy. Finally, in order to demonstrate the effectiveness of the proposed design method, a numerical example is provided for practical aircraft control problems.","1751-8644;17518644","","10.1049/iet-cta.2010.0469","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6044597","","","Pareto analysis;control system synthesis;discrete time systems;iterative methods;linear matrix inequalities;state feedback;stochastic systems","LMI;asymptotic structure;control-dependent noise;cross-coupled nonlinear matrix equations;design method;implicit function theorem;iterative algorithm;linear matrix inequality;local feedback Pareto strategy;parameter-independent local state output feedback;parameter-independent static output feedback;practical aircraft control problems;state-dependent noise;weakly coupled large-scale discrete-time stochastic systems","","1","","","","","","Nov. 17 2011","","IET","IET Journals & Magazines"
"”Mobile phone” revolution in Africa as a key factor for transfer of EU know how for development of e-Health and related intuitive education","D. Soltes","Faculty of Management, Comenius University, Odbojarov 10, Bratislava City, 820 05, Slovakia","2010 IEEE 23rd International Symposium on Computer-Based Medical Systems (CBMS)","20111013","2010","","","450","455","The paper deals with some aspects of potential transfer of know how from some EU projects under the former IST 6FP and current ICT 7FP as accumulated from our research and development activities within the implementation of the EU Lisbon strategy on e-Europe regarding e-Health as one of the key sectors not only in the EU but also within its African counterpart i.e. the African Union and their member states. The paper presents also some ideas on the potential implementation of the particular know how in Africa thanks mainly to the ongoing mobile phone revolution in the continent and its effects on the development of intuitive education of patients in modern e-Health services.","1063-7125;10637125","Electronic:978-1-4244-9168-1; POD:978-1-4244-9167-4","10.1109/CBMS.2010.6042687","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6042687","ICT-Information and Communication technologies;IST-Information Society Technology;e-Europe;e-Health;e-Information portal;e-Medical records;e-Prescription;intuitive education;mobile phone revolution in Africa","Africa;Education;Gold;Medical diagnostic imaging;Medical services;Mobile handsets;Portals","medical information systems;mobile computing","EU projects;e-health services;intuitive education;mobile phone revolution;potential transfer","","0","","9","","","","12-15 Oct. 2010","","IEEE","IEEE Conference Publications"
"Governance and inclusive democracy","G. Bula; R. Espejo","Independent Researcher and former Minister of Education of Colombia, USA","Proceedings of 2011 IEEE International Conference on Grey Systems and Intelligent Services","20111013","2011","","","905","909","This paper offers a conceptual construction of governance and democracy based on ideas of complexity (Ashby, 1964) and viability (Beer, 1979), which is illustrated with reference to a historic review of the practice of democracy in Colombia. The historic roots of democracy, particularly the legacies of the Greek polis and the French and American revolutions, to some degree have conditioned our thinking and constrained our appreciation of democracy. There is a need for a critical review of these legacies today and this is one of the debates among political scientists and philosophers (Sartori, 1993; Zolo, 2007; Hardt y Negri, 2.000; Dahl, 1989; Huntington, 1989; Mouffe, 2009; Mulgan, 2007). We reflect upon the implications of seeing a country as a viable system that needs effective strategies to manage complexity in turbulent internal and external environments that constantly challenges its stability. We argue for an inclusive strategy that gives to all people the chance to influence their destinies. At a general level key questions we deal with are: what does governance mean? How is it possible for countries large and small to be inclusive? How is it possible to develop effective local-global relationships? How is it possible to reduce power imbalances that inhibit and restrict the effective participation of its citizens? And, in a world experiencing the most extraordinary technological developments, what are possible roles of information and communication technologies to advance towards more effective forms of governance and democracy? We will deal with these questions with reference to Colombia from 1958 to these days.","2166-9430;21669430","Electronic:978-1-61284-491-6; POD:978-1-61284-490-9","10.1109/GSIS.2011.6044090","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6044090","","Assembly","computational complexity;government;politics","Colombia;complexity idea;governance;inclusive democracy;information and communication technology","","0","","20","","","","15-18 Sept. 2011","","IEEE","IEEE Conference Publications"
"Design of a dynamic collaborative learning oriented knowledge model","J. Shi; X. Chi; L. Liu","Dept. of Humanistic &amp; Social Sci., Inst. of Disaster Prevention, Sanhe, China","2011 6th IEEE Joint International Information Technology and Artificial Intelligence Conference","20110929","2011","2","","385","388","Constructivism takes learning as the initiative constructive activity of learners based on their own knowledge and experience. During the course teaching, for constructing knowledge better during the procedure of collaborative learning, the premise is that learners should have their own relate knowledge. This paper puts forward a dynamic collaborative learning oriented knowledge model, which includes the construction of the knowledge model and the partition of the field knowledge, the control strategy of the learning process is also put forward.","","Electronic:978-1-4244-8625-0; POD:978-1-4244-8622-9","10.1109/ITAIC.2011.6030355","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6030355","Autonomous learning;Dynamic collaborative learning;Knowledge model","Analytical models;Cognition;Collaboration;Collaborative work;Computational modeling;Education;Libraries","computer aided instruction;groupware;teaching","constructivism;course teaching;dynamic collaborative learning oriented knowledge model;learning process","","0","","6","","","","20-22 Aug. 2011","","IEEE","IEEE Conference Publications"
"SOA-based distance education platform management system design and implementation","X. Li; Z. Wang; X. Wu; Y. Li","Sch. of Lang Distance Educ., Beijing Inst. of Technol., Beijing, China","2011 6th IEEE Joint International Information Technology and Artificial Intelligence Conference","20110929","2011","2","","164","167","In this paper, we do some exploration and research on the fifth-generation intelligent platform for distance education, and propose a architecture model for this platform. We also focus on the analysis of the key modules and implementation strategy that the intelligent platform for distance education should have and have a detail functional design of each module. At last, service-oriented architecture-based (SOA) implementation of the system of teaching resources programs is presented.","","Electronic:978-1-4244-8625-0; POD:978-1-4244-8622-9","10.1109/ITAIC.2011.6030301","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6030301","Remote education platform;SOA;functions;intelligent","Business;Data models;Earth Observing System;Educational institutions;Engines;Service oriented architecture","computer aided instruction;distance learning;service-oriented architecture;teaching","SOA-based distance education platform management system design;fifth-generation intelligent platform;service-oriented architecture;teaching resource program","","0","","8","","","","20-22 Aug. 2011","","IEEE","IEEE Conference Publications"
"The research and analysis of security of campus network","H. Ning; X. Bing","Chongqing Three Gorges Coll., Chongqing, China","2011 6th IEEE Joint International Information Technology and Artificial Intelligence Conference","20110929","2011","2","","25","27","Due to amazing development of network technology and increasing prevalence of network application, network is bound to penetrate into various arenas of social life. Naturally, as a significant infrastructure in colleges and universities, CAN is supposed to develop with high speed for the purpose of innovating education, elevating system of administration and teaching quality. However, security of application and administration of CAN has to face extreme challenge. Thus it has become an intractable problem for administrator of CAN how to establish sophisticated secure system of CAN. Having taken analysis on current security problems prevalent over CAN, the paper takes tentative research on dynamic, all-round and active secure system of network, which is circled by secure strategy, guaranteed by secure technology, controlled by secure administration as well as brings forward specific solving proposal.","","Electronic:978-1-4244-8625-0; POD:978-1-4244-8622-9","10.1109/ITAIC.2011.6030268","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6030268","Network Security;Network Service;Network Technology;Secure system of Network","Computers;Educational institutions;Electronic mail;Fires;Internet;Presses;Security","computer network security;controller area networks;educational administrative data processing;educational institutions","CAN;campus network;colleges;network application;network technology;secure system;security problems;teaching quality;universities","","1","","13","","","","20-22 Aug. 2011","","IEEE","IEEE Conference Publications"
