type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc,keyword
article,2677232,Laurie  Murphy and Sue  Fitzgerald and Scott  Grissom and Ren&#233;e  McCauley,,,,Bug Infestation!: A Goal-Plan Analysis of CS2 Students' Recursive Binary Tree Solutions,482--487,,6,"arm's-length recursion, binary search trees, bst, computer science education research, cs2, data structures, recursion",10.1145/2676723.2677232,,,,,,,2015,,Proceedings of the 46th ACM Technical Symposium on Computer Science Education,SIGCSE '15,,978-1-4503-2966-8,"Kansas City, Missouri, USA",ACM,"New York, NY, USA",computing education strategies
article,2808598,Jos&#233; Ma Fern&#225;ndez-Batanero and Ma Jes&#250;s Colmenero Ruiz,,,,Teacher Attitudes Towards ICT in the Context of Inclusive Education,111--115,,5,"education, educational innovation, good educational practice, inclusive education, information and communication technologies, secondary education, teaching attitudes",10.1145/2808580.2808598,,,,,,,2015,,Proceedings of the 3rd International Conference on Technological Ecosystems for Enhancing Multiculturality,TEEM '15,,978-1-4503-3442-6,"Porto, Portugal",ACM,"New York, NY, USA",computing education strategies
article,2001694,Anne  Auger and Dimo  Brockhoff and Nikolaus  Hansen,,,,Mirrored Sampling in Evolution Strategies with Weighted Recombination,861--868,,8,"evolution strategies, mirroring, weighted recombination",10.1145/2001576.2001694,,,,,,,2011,,Proceedings of the 13th Annual Conference on Genetic and Evolutionary Computation,GECCO '11,,978-1-4503-0557-0,"Dublin, Ireland",ACM,"New York, NY, USA",computing education strategies
article,3012595,Celia Paola Sarango-Lapo and Juanjo  Mena and Mar&#237;a-Soledad  Ram&#237;rez-Montoya,,,,Evidence-based Innovation Methodology As a Way to Produce Open Educational Resources by In-service Teachers,699--703,,5,"innovation based evidence, open resource education, training in-service teachers",10.1145/3012430.3012595,,,,,,,2016,,Proceedings of the Fourth International Conference on Technological Ecosystems for Enhancing Multiculturality,TEEM '16,,978-1-4503-4747-1,"Salamanca, Spain",ACM,"New York, NY, USA",computing education strategies
article,2596715,J. Eduardo P&#233;rez and Myriam  Arrue and Xabier  Valencia and Lourdes  Moreno,,,,Exploratory Study of Web Navigation Strategies for Users with Physical Disabilities,20:1--20:4,20,4,"adaptation techniques, assistive technology, physical impairments",10.1145/2596695.2596715,,,,,,,2014,,Proceedings of the 11th Web for All Conference,W4A '14,,978-1-4503-2651-3,"Seoul, Korea",ACM,"New York, NY, USA",computing education strategies
article,2598087,Elhadi M. Shakshuki and S. M. Hossain,,,,A Personal Meeting Scheduling Agent,909--922,,14,"Meeting scheduling, Negotiation, Strategy selection",10.1007/s00779-013-0695-6,Personal Ubiquitous Comput.,Apr-14,18,4,,April,2014,1617-4909,,,,,,Springer-Verlag,"London, UK, UK",computing education strategies
article,2978207,Sharon  Mason and Margaret  Bailey and Sara  Wadia-Fascetti and Mary Deane  Sorcinelli,,,,Advancing Diversity and Inclusivity in STEM Education,83--84,,2,"advance, diversity, faculty, gender, stem, women",10.1145/2978192.2978207,,,,,,,2016,,Proceedings of the 17th Annual Conference on Information Technology Education,SIGITE '16,,978-1-4503-4452-4,"Boston, Massachusetts, USA",ACM,"New York, NY, USA",computing education strategies
article,2645273,Rui  Li and Michael T. M. Emmerich and Jeroen  Eggermont and Thomas  B&#228;ck and M.  Sch&#252;tz and J.  Dijkstra and J. H. C. Reiber,,,,Mixed Integer Evolution Strategies for Parameter Optimization,29--64,,36,"Evolution strategies, NK landscapes, mixed integer evolution strategies",10.1162/EVCO_a_00059,Evol. Comput.,Spring 2013,21,1,,March,2013,1063-6560,,,,,,MIT Press,"Cambridge, MA, USA",computing education strategies
article,2493410,Michael J. Lee and Andrew J. Ko and Irwin  Kwan,,,,In-game Assessments Increase Novice Programmers' Engagement and Level Completion Speed,153--160,,8,"assessment, debugging, educational game, engagement, programming, serious game, speed",10.1145/2493394.2493410,,,,,,,2013,,Proceedings of the Ninth Annual International ACM Conference on International Computing Education Research,ICER '13,,978-1-4503-2243-0,"San Diego, San California, USA",ACM,"New York, NY, USA",computing education strategies
article,2999549,Leo  Lepp&#228;nen and Juho  Leinonen and Arto  Hellas,,,,Pauses and Spacing in Learning to Program,41--50,,10,"educational data mining, pausing, self-regulation, source code snapshots, spacing",10.1145/2999541.2999549,,,,,,,2016,,Proceedings of the 16th Koli Calling International Conference on Computing Education Research,Koli Calling '16,,978-1-4503-4770-9,"Koli, Finland",ACM,"New York, NY, USA",computing education strategies
article,957234,David  Sloan and Lawrie  Phipps,,,,Helping to Avoid e-Discrimination in UK Tertiary Education,150--151,,2,"UK, accessibility, disability, further education, higher education, policy, tertiary education",10.1145/957205.957234,,,,,,,2003,,Proceedings of the 2003 Conference on Universal Usability,CUU '03,,1-58113-701-X,"Vancouver, British Columbia, Canada",ACM,"New York, NY, USA",computing education strategies
article,957234,David  Sloan and Lawrie  Phipps,,,,Helping to Avoid e-Discrimination in UK Tertiary Education,150--151,,2,"UK, accessibility, disability, further education, higher education, policy, tertiary education",10.1145/960201.957234,SIGCAPH Comput. Phys. Handicap.,June-September 2002,,73-74,,June,2002,0163-5727,,,,,,ACM,"New York, NY, USA",computing education strategies
article,2806424,Fabio  Petroni and Leonardo  Querzoni and Khuzaima  Daudjee and Shahin  Kamali and Giorgio  Iacoboni,,,,HDRF: Stream-Based Partitioning for Power-Law Graphs,243--252,,10,"distributed graph-computing frameworks, graph partitioning, load balancing., replication, streaming algorithms",10.1145/2806416.2806424,,,,,,,2015,,Proceedings of the 24th ACM International on Conference on Information and Knowledge Management,CIKM '15,,978-1-4503-3794-6,"Melbourne, Australia",ACM,"New York, NY, USA",computing education strategies
article,2189861,Lawrence  Snyder,,,,Status Update: High School CS Internationally,82--85,,4,"computer science education, computer science internationally, high school computer science",10.1145/2189835.2189861,ACM Inroads,Jun-12,3,2,,June,2012,2153-2184,,,,,,ACM,"New York, NY, USA",computing education strategies
article,3144591,Thomas Hvid Spangsberg and Martin  Brynskov,,,,Towards a Dialectic Relationship Between the Implicit and Explicit Nature of Computational Thinking: A Computer Semiotics Perspective,197--198,,2,"algorithmic sign., computational thinking, computer semiotics, computing education",10.1145/3141880.3144591,,,,,,,2017,,Proceedings of the 17th Koli Calling Conference on Computing Education Research,Koli Calling '17,,978-1-4503-5301-4,"Koli, Finland",ACM,"New York, NY, USA",computing education strategies
article,2507086,Clare  Cotugno and Shannon L. Fitzhugh and Raegen  Hoeft,,,,Simplifying Business Complexity with Frameworks,33--38,,6,"business processes, content management, content strategy, ergonomics, human factors, macroergonomics, usability, user experience design",10.1145/2507065.2507086,,,,,,,2013,,Proceedings of the 31st ACM International Conference on Design of Communication,SIGDOC '13,,978-1-4503-2131-0,"Greenville, North Carolina, USA",ACM,"New York, NY, USA",computing education strategies
article,2538996,Richard A. Brown and Elizabeth  Shoop and Joel C. Adams,,,,Bringing CS2013 Recommendations for Parallel and Distributed Computing into Your CS Curriculum,79--80,,2,"CS curriculum, CS major, PDC, curriculum, curriculum planning, curriculum recommendations, distributed computing, parallel and distributed computing, parallelism",10.1145/2538862.2538996,,,,,,,2014,,Proceedings of the 45th ACM Technical Symposium on Computer Science Education,SIGCSE '14,,978-1-4503-2605-6,"Atlanta, Georgia, USA",ACM,"New York, NY, USA",computing education strategies
article,2445434,Edward  Walker,,,,A Cloud Computing Curriculum for Undergraduate CS Majors (Abstract Only),737--737,,1,"cloud computing, curriculum development, distributed computing, undergraduate computer science education",10.1145/2445196.2445434,,,,,,,2013,,Proceeding of the 44th ACM Technical Symposium on Computer Science Education,SIGCSE '13,,978-1-4503-1868-6,"Denver, Colorado, USA",ACM,"New York, NY, USA",computing education strategies
article,2809964,Jill  Denner and Jacob  Martinez and Lou Ann Lyon,,,,Computing for the Social Good: Engaging Latino/a Students in K-12,31--32,,2,"Latina/o computing, broadening participation, computer science education, diversity in computing",10.1145/2809957.2809964,SIGCAS Comput. Soc.,Jun-15,45,2,,July,2015,0095-2737,,,,,,ACM,"New York, NY, USA",computing education strategies
article,3143781,Thomas Hvid Spangsberg,,,,Teaching Programming to non-STEM Novices: A Didactical Study of Computational Thinking and non-STEM Computing Education,201--202,,2,"computational making, computational thinking, constructionism, non-STEM computing education",10.1145/3141880.3143781,,,,,,,2017,,Proceedings of the 17th Koli Calling Conference on Computing Education Research,Koli Calling '17,,978-1-4503-5301-4,"Koli, Finland",ACM,"New York, NY, USA",computing education strategies
article,1008068,John  Impagliazzo and John A. N. Lee,,,,Using History to Enhance Computing Courses,238--238,,1,"computing history, history and computing education, history of computing",10.1145/1026487.1008068,SIGCSE Bull.,Sep-04,36,3,,June,2004,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,1008068,John  Impagliazzo and John A. N. Lee,,,,Using History to Enhance Computing Courses,238--238,,1,"computing history, history and computing education, history of computing",10.1145/1007996.1008068,,,,,,,2004,,Proceedings of the 9th Annual SIGCSE Conference on Innovation and Technology in Computer Science Education,ITiCSE '04,,1-58113-836-9,"Leeds, United Kingdom",ACM,"New York, NY, USA",computing education strategies
article,1352161,Jon  Beck,,,,Fair Division As a Means of Apportioning Software Engineering Class Projects,68--71,,4,"fair division, software engineering education, student projects, student teams",10.1145/1352135.1352161,,,,,,,2008,,Proceedings of the 39th SIGCSE Technical Symposium on Computer Science Education,SIGCSE '08,,978-1-59593-799-5,"Portland, OR, USA",ACM,"New York, NY, USA",computing education strategies
article,1352161,Jon  Beck,,,,Fair Division As a Means of Apportioning Software Engineering Class Projects,68--71,,4,"fair division, software engineering education, student projects, student teams",10.1145/1352322.1352161,SIGCSE Bull.,Mar-08,40,1,,March,2008,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,1082457,H. A. James and K. A. Hawick and C. J. James,,,,Teaching Students How to Be Computer Scientists Through Student Projects,259--267,,9,"computing culture, final year student projects, research training",,,,,,,,2005,,Proceedings of the 7th Australasian Conference on Computing Education - Volume 42,ACE '05,,1-920682-24-4,"Newcastle, New South Wales, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia",computing education strategies
article,1013463,H. J. Feldman and M. M. Triola,,,,ResEval: A Web-based Evaluation System for Internal Medicine House Staff,336--337,,2,"HTML, assessment, education, evaluations, house staff, medicine, oracle, python, web",10.1145/1013367.1013463,,,,,,,2004,,Proceedings of the 13th International World Wide Web Conference on Alternate Track Papers &Amp; Posters,WWW Alt. '04,,1-58113-912-8,"New York, NY, USA",ACM,"New York, NY, USA",computing education strategies
article,2691923,David  Weintrop and Uri  Wilensky and Jennifer  Roscoe and Daniel  Law,,,,Teaching Text-based Programming in a Blocks-based World (Abstract Only),678--678,,1,"blocks-based programming, high school computer science, introductory programming environments",10.1145/2676723.2691923,,,,,,,2015,,Proceedings of the 46th ACM Technical Symposium on Computer Science Education,SIGCSE '15,,978-1-4503-2966-8,"Kansas City, Missouri, USA",ACM,"New York, NY, USA",computing education strategies
article,2072297,Cammy  Bean,,,,Book Review: 'Michael Allen's e-Learning Annual 2012',,1,,"Michael Allen, eLearning, mobile, social media, simulation, instructional design, eLearning strategy",10.1145/2072296.2072297,eLearn,Dec-11,2011,12,,December,2011,1535-394X,,,,,,ACM,"New York, NY, USA",computing education strategies
article,2677894,Sanjay K. Dwivedi and Vaishali  Singh,,,,Integrated Question Classification Based on Rules and Pattern Matching,39:1--39:7,39,7,"Question answering, corpus, pattern matching, question classification, question taxonomy, rule base",10.1145/2677855.2677894,,,,,,,2014,,Proceedings of the 2014 International Conference on Information and Communication Technology for Competitive Strategies,ICTCS '14,,978-1-4503-3216-3,"Udaipur, Rajasthan, India",ACM,"New York, NY, USA",computing education strategies
article,1245374,Jim  Smith,,,,On Replacement Strategies in Steady State Evolutionary Algorithms,29--59,,31,"Replacement Strategies, Selection, Steady State",10.1162/evco.2007.15.1.29,Evol. Comput.,Spring 2007,15,1,,March,2007,1063-6560,,,,,,MIT Press,"Cambridge, MA, USA",computing education strategies
article,2049618,Matthias  Schulz and Stefan  Schmidt and Klaus-Peter  Engelbrecht and Sebastian  M&#246;ller,,,,Using Device Models for Analyzing User Interaction Problems,303--304,,2,"devices, interaction strategies, mental model",10.1145/2049536.2049618,,,,,,,2011,,The Proceedings of the 13th International ACM SIGACCESS Conference on Computers and Accessibility,ASSETS '11,,978-1-4503-0920-2,"Dundee, Scotland, UK",ACM,"New York, NY, USA",computing education strategies
article,2048933,Craig S.  Miller and Amber  Settle,,,,When Practice Doesn&Rsquo;T Make Perfect: Effects of Task Goals on Learning Computing Concepts,22:1--22:16,22,16,"Computational thinking, Web development, file referencing, tree structures",10.1145/2048931.2048933,Trans. Comput. Educ.,Nov-11,11,4,,November,2011,1946-6226,,,,,,ACM,"New York, NY, USA",computing education strategies
article,235690,J. A. G&#243;mez Pulido and J. M. S&#225;nchez P&#233;rez and J. A. Moreno Zamora,,,,An Educational Tool for Testing Hierarchical Multilevel Caches,11--15,,5,"education, multilevel caches, performance evaluation, trace-driven simulation",10.1145/235688.235690,SIGARCH Comput. Archit. News,Sept. 1996,24,4,,September,1996,0163-5964,,,,,,ACM,"New York, NY, USA",computing education strategies
article,1047397,Orit  Hazzan and John  Impagliazzo and Raymond  Lister and Shimon  Schocken,,,,Using History of Computing to Address Problems and Opportunities,126--127,,2,"CS education research, computer science, computer science education, history of computing, software engineering",10.1145/1047124.1047397,SIGCSE Bull.,2005,37,1,,February,2005,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,1047397,Orit  Hazzan and John  Impagliazzo and Raymond  Lister and Shimon  Schocken,,,,Using History of Computing to Address Problems and Opportunities,126--127,,2,"CS education research, computer science, computer science education, history of computing, software engineering",10.1145/1047344.1047397,,,,,,,2005,,Proceedings of the 36th SIGCSE Technical Symposium on Computer Science Education,SIGCSE '05,,1-58113-997-7,"St. Louis, Missouri, USA",ACM,"New York, NY, USA",computing education strategies
article,3124123,Yuan-Bang  Cheng and Chuan-Kai  Yang,,,,An Exploratory Study on the Memory Performance for Memorizing the English Words Through the Apps with Three Different Learning Strategies and Highlights,38--42,,5,"english learning, highlight, memory performance, signal detection theory",10.1145/3124116.3124123,,,,,,,2017,,Proceedings of the 2017 International Conference on Education and Multimedia Technology,ICEMT '17,,978-1-4503-5293-2,"Singapore, Singapore",ACM,"New York, NY, USA",computing education strategies
article,2602481,Josh  Tenenberg and Robert  McCartney,,,,Editorial: Computing Education in (K-12) Schools from a Cross-National Perspective,6:1--6:3,6,3,"CS education, K-12 education, Schools, curricula",10.1145/2602481,Trans. Comput. Educ.,Jun-14,14,2,,June,2014,1946-6226,,,,,,ACM,"New York, NY, USA",computing education strategies
article,882062,Roger  Grice and Bill  Hart-Davidson,,,,Mapping the Expanding Landscape of Usability: The Case of Distributed Education,159--167,,9,"HCI, distance education, distributed education, usability",10.1145/882061.882062,ACM J. Comput. Doc.,Nov-02,26,4,,November,2002,1527-6805,,,,,,ACM,"New York, NY, USA",computing education strategies
article,1520475,Daniela K. Busse and Heather  Fraser and Carola  Fellenz Thompson and Lesley  Allan and Patricia  Hallstein and Catriona  MacAulay and Brinda  Dalal,,,,Fault Lines of User Experience: The Intersection of Business and Design,3305--3308,,4,"business, design, strategy, user experience",10.1145/1520340.1520475,,,,,,,2009,,CHI '09 Extended Abstracts on Human Factors in Computing Systems,CHI EA '09,,978-1-60558-247-4,"Boston, MA, USA",ACM,"New York, NY, USA",computing education strategies
article,1693082,Francisco  Camargo,,,,Managing the Implementation of the Government Online Strategy in Colombia,198--201,,4,"guidelines, methodology, policy, principles, strategy",10.1145/1693042.1693082,,,,,,,2009,,Proceedings of the 3rd International Conference on Theory and Practice of Electronic Governance,ICEGOV '09,,978-1-60558-663-2,"Bogota, Colombia",ACM,"New York, NY, USA",computing education strategies
article,1409866,Jorge  P&#233;rez and Meg  Murray,,,,Computing for the Masses: Extending the Computer Science Curriculum with Information Technology Literacy,220--226,,7,"computer science education, curriculum, information literacy, information technology education",,J. Comput. Sci. Coll.,Dec-08,24,2,,December,2008,1937-4771,,,,,,Consortium for Computing Sciences in Colleges,USA,computing education strategies
article,224209,Kris  Stewart,,,,HPC Undergraduate Curriculum Development at SDSU Using SDSC Resources,,19,,"Undergraduate Curriculum Development, HPC, High Performance Computing, Education, HPC Education",10.1145/224170.224209,,,,,,,1995,,Proceedings of the 1995 ACM/IEEE Conference on Supercomputing,Supercomputing '95,,0-89791-816-9,"San Diego, California, USA",ACM,"New York, NY, USA",computing education strategies
article,3022406,Susan B. Miller,,,,Using Professional Development to Move Toward a Guided Discovery Approach in the Classroom (Abstract Only),714--714,,1,"computer science education, curriculum, guided discovery, pedagogy, teacher education",10.1145/3017680.3022406,,,,,,,2017,,Proceedings of the 2017 ACM SIGCSE Technical Symposium on Computer Science Education,SIGCSE '17,,978-1-4503-4698-6,"Seattle, Washington, USA",ACM,"New York, NY, USA",computing education strategies
article,2670770,Hiroyuki  Nagataki,,,,Learning Computer Science by Watching Video Games,134--135,,2,"computer science education, general education, practices, video games",10.1145/2670757.2670770,,,,,,,2014,,Proceedings of the 9th Workshop in Primary and Secondary Computing Education,WiPSCE '14,,978-1-4503-3250-7,"Berlin, Germany",ACM,"New York, NY, USA",computing education strategies
article,2978270,Tom  Neutens and Francis  wyffels,,,,Teacher Professional Development Through a Physical Computing Workshop,108--109,,2,"STEM education, computer science education, teacher professional development",10.1145/2978249.2978270,,,,,,,2016,,Proceedings of the 11th Workshop in Primary and Secondary Computing Education,WiPSCE '16,,978-1-4503-4223-0,"M&#252;nster, Germany",ACM,"New York, NY, USA",computing education strategies
article,2481479,Daniel L. Egger and Sabrina M. Elsenbaumer and Peter  Hubwieser,,,,Comparing CSTA K-12 Computer Science Standards with Austrian Curricula,125--132,,8,"computer science education, curricula, educational standards, secondary school",10.1145/2481449.2481479,,,,,,,2012,,Proceedings of the 7th Workshop in Primary and Secondary Computing Education,WiPSCE '12,,978-1-4503-1787-0,"Hamburg, Germany",ACM,"New York, NY, USA",computing education strategies
article,1734353,Robert  Schnabel and Susan  Rodger and Mark  Stehlik and Chris  Stephenson and John  White,,,,Surfacing Computer Science in STEM Education,261--262,,2,"computer science education, education policy, k-12 curriculum",10.1145/1734263.1734353,,,,,,,2010,,Proceedings of the 41st ACM Technical Symposium on Computer Science Education,SIGCSE '10,,978-1-4503-0006-3,"Milwaukee, Wisconsin, USA",ACM,"New York, NY, USA",computing education strategies
article,3103049,Mar&#237;a Cecilia Bastarrica and Daniel  Perovich and Ma&#237;ra Marques Samary,,,,What Can Students Get from a Software Engineering Capstone Course?,137--145,,9,"capstone course, computer science education, software engineering education",10.1109/ICSE-SEET.2017.15,,,,,,,2017,,Proceedings of the 39th International Conference on Software Engineering: Software Engineering and Education Track,ICSE-SEET '17,,978-1-5386-2671-9,"Buenos Aires, Argentina",IEEE Press,"Piscataway, NJ, USA",computing education strategies
article,2543883,Rose  Shumba and Kirsten  Ferguson-Boucher and Elizabeth  Sweedyk and Carol  Taylor and Guy  Franklin and Claude  Turner and Corrine  Sande and Gbemi  Acholonu and Rebecca  Bace and Laura  Hall,,,,"Cybersecurity, Women and Minorities: Findings and Recommendations from a Preliminary Investigation",1--14,,14,"CS education, computer security education, cybersecurity, women and minorities",10.1145/2543882.2543883,,,,,,,2013,,Proceedings of the ITiCSE Working Group Reports Conference on Innovation and Technology in Computer Science Education-working Group Reports,ITiCSE -WGR '13,,978-1-4503-2665-0,"Canterbury, England, United Kingdom",ACM,"New York, NY, USA",computing education strategies
article,2850554,Katie M. Davis and Zo&#235;  Wood and John  Wilcox,,,,Eighteen Hours of Code with Fifth Grade Students (Abstract Only),694--694,,1,"computer science education, introductory programming, k-12 education",10.1145/2839509.2850554,,,,,,,2016,,Proceedings of the 47th ACM Technical Symposium on Computing Science Education,SIGCSE '16,,978-1-4503-3685-7,"Memphis, Tennessee, USA",ACM,"New York, NY, USA",computing education strategies
article,3103037,Hanna  M&#228;enp&#228;&#228; and Samu  Varjonen and Arto  Hellas and Sasu  Tarkoma and Tomi  M&#228;nnist&#246;,,,,Assessing IOT Projects in University Education: A Framework for Problem-based Learning,37--46,,10,"assessment, computer science education, internet of things, software engineering education",10.1109/ICSE-SEET.2017.6,,,,,,,2017,,Proceedings of the 39th International Conference on Software Engineering: Software Engineering and Education Track,ICSE-SEET '17,,978-1-5386-2671-9,"Buenos Aires, Argentina",IEEE Press,"Piscataway, NJ, USA",computing education strategies
article,3137067,Alexandra  Funke and Katharina  Geldreich,,,,Gender Differences in Scratch Programs of Primary School Children,57--64,,8,"Computer science education, gender, primary education, primary school, programming, scratch",10.1145/3137065.3137067,,,,,,,2017,,Proceedings of the 12th Workshop on Primary and Secondary Computing Education,WiPSCE '17,,978-1-4503-5428-8,"Nijmegen, Netherlands",ACM,"New York, NY, USA",computing education strategies
article,2330817,Tom  Schaul,,,,Investigating the Impact of Adaptation Sampling in Natural Evolution Strategies on Black-box Optimization Testbeds,221--228,,8,"benchmarking, evolution strategies, natural gradient",10.1145/2330784.2330817,,,,,,,2012,,Proceedings of the 14th Annual Conference Companion on Genetic and Evolutionary Computation,GECCO '12,,978-1-4503-1178-6,"Philadelphia, Pennsylvania, USA",ACM,"New York, NY, USA",computing education strategies
article,2560794,Yu  Zhang and Jaeok  Park and Mihaela  van der Schaar,,,,Rating Protocols in Online Communities,4:1--4:34,4,34,"Incentive schemes, online communities, rating schemes, recommended strategy, whitewashing",10.1145/2560794,ACM Trans. Econ. Comput.,Mar-14,2,1,,March,2014,2167-8375,,,,,,ACM,"New York, NY, USA",computing education strategies
article,2850500,Amardeep  Kahlon and Linda  Smarzik and Mary  Kohls,,,,Competency Based Education in Lower-Division Computer Science Taught at Community Colleges (Abstract Only),708--709,,2,"community college, competency based education, computer science education, distance learning",10.1145/2839509.2850500,,,,,,,2016,,Proceedings of the 47th ACM Technical Symposium on Computing Science Education,SIGCSE '16,,978-1-4503-3685-7,"Memphis, Tennessee, USA",ACM,"New York, NY, USA",computing education strategies
article,2851056,Jeff  Stern,,,,"Community and Collaboration in an All-female, Immersive Computer Science Program (Abstract Only)",724--724,,1,"computer science education, gender gap, girls who code, informal education",10.1145/2839509.2851056,,,,,,,2016,,Proceedings of the 47th ACM Technical Symposium on Computing Science Education,SIGCSE '16,,978-1-4503-3685-7,"Memphis, Tennessee, USA",ACM,"New York, NY, USA",computing education strategies
article,2043600,Laura  Benvenuti and Paul E. van der Vet and Gerrit C. van der Veer,,,,"Sciences, Computing, Informatics: Who is the Keeper of the Real Faith?",73--78,,6,"computer science education, cultural differences, information science education, intellectual discipline",,,,,,,,2011,,Computer Science Education Research Conference,CSERC '11,,978 90 358 1987 0,"Heerlen, Netherlands","Open Universiteit, Heerlen","Open Univ., Heerlen, The Netherlands, The Netherlands",computing education strategies
article,2787709,Michael J. Lee and Andrew J. Ko,,,,Comparing the Effectiveness of Online Learning Approaches on CS1 Learning Outcomes,237--246,,10,"codecademy, computing education, debugging, educational game, gidget, learning outcomes, programming",10.1145/2787622.2787709,,,,,,,2015,,Proceedings of the Eleventh Annual International Conference on International Computing Education Research,ICER '15,,978-1-4503-3630-7,"Omaha, Nebraska, USA",ACM,"New York, NY, USA",computing education strategies
article,2677326,Lecia J. Barker and Stephen  Cooper and Andrew  McGettrick and Jason  Thatcher and Heikki  Topi,,,,Towards Grand Challenges in Computing Education Across Disciplines,438--439,,2,"computing education research, grand challenges, information systems education research, interdisciplinary",10.1145/2676723.2677326,,,,,,,2015,,Proceedings of the 46th ACM Technical Symposium on Computer Science Education,SIGCSE '15,,978-1-4503-2966-8,"Kansas City, Missouri, USA",ACM,"New York, NY, USA",computing education strategies
article,1791171,Lillian N. Cassel and Siva Kumar Inguva,,,,The Computing Ontology and Its Implications in Computing Education: Poster Session,221--223,,3,"education, ontology, overlaps, relationship",,J. Comput. Sci. Coll.,Jun-10,25,6,,June,2010,1937-4771,,,,,,Consortium for Computing Sciences in Colleges,USA,computing education strategies
article,1324351,Raheel A. Malik and Raymond A. Hansen and James E. Goldman and Anthony H. Smith,,,,Laboratory Modules for Conducting Comparative Analysis of 802.11 Frames,225--232,,8,"information technology education, wireless networking education",10.1145/1324302.1324351,,,,,,,2007,,Proceedings of the 8th ACM SIGITE Conference on Information Technology Education,SIGITE '07,,978-1-59593-920-3,"Destin, Florida, USA",ACM,"New York, NY, USA",computing education strategies
article,2445246,Matti  Tedre,,,,Methodology Education in Computing: Towards a Congruent Design Approach,159--164,,6,"computer science education, computing education, congruent design, methodology, methodology education, research design, thesis work",10.1145/2445196.2445246,,,,,,,2013,,Proceeding of the 44th ACM Technical Symposium on Computer Science Education,SIGCSE '13,,978-1-4503-1868-6,"Denver, Colorado, USA",ACM,"New York, NY, USA",computing education strategies
article,3022388,John  MacCormick,,,,Seeking Evidence for Basing the CS Theory Course on Non-decision Problems (Abstract Only),700--700,,1,"complexity theory, computability theory, decision problems, theory course",10.1145/3017680.3022388,,,,,,,2017,,Proceedings of the 2017 ACM SIGCSE Technical Symposium on Computer Science Education,SIGCSE '17,,978-1-4503-4698-6,"Seattle, Washington, USA",ACM,"New York, NY, USA",computing education strategies
article,1355264,Debbie  Beard and Dana  Schwieger and Ken  Surendran,,,,Preparing the Millennial Generation for the Work Place: How Can Academia Help?,102--105,,4,"career development, education, employers, millennial learners, soft skills",10.1145/1355238.1355264,,,,,,,2008,,Proceedings of the 2008 ACM SIGMIS CPR Conference on Computer Personnel Doctoral Consortium and Research,SIGMIS CPR '08,,978-1-60558-069-2,"Charlottesville, VA, USA",ACM,"New York, NY, USA",computing education strategies
article,1593280,Burkhardt  Funk,,,,Optimizing Price Levels in e-Commerce Applications with Respect to Customer Lifetime Values,169--175,,7,"demand curve, electronic commerce, posted prices, price dispersion, price optimization, price partitioning, price tests, pricing strategy",10.1145/1593254.1593280,,,,,,,2009,,Proceedings of the 11th International Conference on Electronic Commerce,ICEC '09,,978-1-60558-586-4,"Taipei, Taiwan",ACM,"New York, NY, USA",computing education strategies
article,2851055,Mohammed  Seyam,,,,Pair Programming for Teaching Mobile Development (Abstract Only),724--724,,1,"computer science education, mobile development, pair programming",10.1145/2839509.2851055,,,,,,,2016,,Proceedings of the 47th ACM Technical Symposium on Computing Science Education,SIGCSE '16,,978-1-4503-3685-7,"Memphis, Tennessee, USA",ACM,"New York, NY, USA",computing education strategies
article,1117434,M. Bernardine Dias and G. Ayorkor Mills-Tettey and Joseph  Mertz,,,,The TechBridgeWorld Initiative: Broadening Perspectives in Computing Technology Education and Research,,17,,"computing technology, education, robotics, sustainable development",10.1145/1117417.1117434,,,,,,,2005,,Proceedings of the International Symposium on Women and ICT: Creating Global Transformation,CWIT '05,,1-59593-301-8,"Baltimore, Maryland, USA",ACM,"New York, NY, USA",computing education strategies
article,222845,Yong  Zhao and Keith  Campbell,,,,Refining Knowledge in a Virtual Community: A Case-based Collaborative Project for Preservice Teachers,402--405,,4,"computer network, teacher beliefs, teacher education",10.3115/222020.222845,,,,,,,1995,,The First International Conference on Computer Support for Collaborative Learning,CSCL '95,,0-8058-2243-7,"Indiana Univ., Bloomington, Indiana, USA",L. Erlbaum Associates Inc.,"Hillsdale, NJ, USA",computing education strategies
article,283562,Nancy R. Mead and Thomas B. Hilburn and Donald J. Bagert and Michael  Ryan and Oddur  Benediktsson and Frances  Van Scoy,,,,"Everything You Ever Wanted to Know About Software Engineering Education, but Were Afraid to Ask (Panel)",260--263,,4,"computer science, education, engineering, software engineering",10.1145/290320.283562,SIGCSE Bull.,Sept. 1998,30,3,,August,1998,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
